record_id,record_type,drive_file_id,drive_filename,drive_mime_type,drive_size_bytes,archive_filename,internal_filename,volume,issue,article_number,year,article_title,author,printed_page_range,pdf_pages,sha256,text_extraction_status,research_status,local_path,text_path,notes
M-0109,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol44/iss2/007-review-of-christoph-weber-redware-potter-of-the-harmony-society.pdf,44,2,7,2024,Review of Christoph Weber: Redware Potter of the Harmony Society,Christoper Malone,,4,8764b8387762d56381db9573319c9cf5a94bd7ea140d35ceb92eb7e3f5cea773,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol44/iss2/007-review-of-christoph-weber-redware-potter-of-the-harmony-society.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol44/iss2/007-review-of-christoph-weber-redware-potter-of-the-harmony-society.txt,kind=book_review
M-0110,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol44/iss2/008-review-of-inventor-of-the-future-the-visionary-life-of-buckminster-fuller.pdf,44,2,8,2024,Review of Inventor of the Future: The Visionary Life of Buckminster Fuller,Jeremy E. C. Genovese,,5,99d894f5c585849f5eb40f305625812909fbc8526f08b5eb585e652e9264cc14,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol44/iss2/008-review-of-inventor-of-the-future-the-visionary-life-of-buckminster-fuller.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol44/iss2/008-review-of-inventor-of-the-future-the-visionary-life-of-buckminster-fuller.txt,kind=book_review
M-0111,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol44/iss2/009-review-of-the-mental-mechanism-of-dr-sivartha.pdf,44,2,9,2024,Review of The Mental Mechanism of Dr. Sivartha,Mitchell K. Jones,,5,a22255681514d57314b65287bf42635bf8c95ce8846a03c0c824678abdfd3b99,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol44/iss2/009-review-of-the-mental-mechanism-of-dr-sivartha.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol44/iss2/009-review-of-the-mental-mechanism-of-dr-sivartha.txt,kind=book_review
M-0112,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol44/iss2/010-review-of-navigating-tradition-and-innovation-essays-commemorating-the-permanent-settlement-of-hutterites-in-m.pdf,44,2,10,2024,Review of Navigating Tradition and Innovation: Essays Commemorating the Permanent Settlement of Hutterites in Manitoba,John Lehr,,5,5243d0e811454ac9f23e774e03aa0806b2d6b38fc2bc792115ca8e9eeb6c037a,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol44/iss2/010-review-of-navigating-tradition-and-innovation-essays-commemorating-the-permanent-settlement-of-hutterites-in-m.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol44/iss2/010-review-of-navigating-tradition-and-innovation-essays-commemorating-the-permanent-settlement-of-hutterites-in-m.txt,kind=book_review
M-0113,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol44/iss2/011-review-of-the-sullivanians-sex-psychotherapy-and-the-wild-life-of-an-american-commune.pdf,44,2,11,2024,"Review of The Sullivanians: Sex, Psychotherapy, and the Wild Life of an American Commune",Susan Love Brown,,6,9e2ffa3778380c4f785ed49ae9e3ae00828f2925ba0b193a9290fbf36e8b369d,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol44/iss2/011-review-of-the-sullivanians-sex-psychotherapy-and-the-wild-life-of-an-american-commune.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol44/iss2/011-review-of-the-sullivanians-sex-psychotherapy-and-the-wild-life-of-an-american-commune.txt,kind=book_review
M-0114,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol44/iss2/012-review-of-unholy-sensations-a-story-of-sex-scandal-and-californias-first-cult-scare.pdf,44,2,12,2024,"Review of Unholy Sensations: A Story of Sex, Scandal and Californiaâ•Žs First Cult Scare",Stephen Lloyd Moffat,,5,be825137031d60f6c9746bdf0401c3ff32ddf19235dbd50ecc27f7b8a1573919,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol44/iss2/012-review-of-unholy-sensations-a-story-of-sex-scandal-and-californias-first-cult-scare.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol44/iss2/012-review-of-unholy-sensations-a-story-of-sex-scandal-and-californias-first-cult-scare.txt,kind=book_review
M-0115,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol44/iss2/013-back-matter.pdf,44,2,13,2024,Back Matter,,,4,ffc9b1eba4ddd5d39604f6cae9a581aceac954bd4732186dc38eeb531a89b903,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol44/iss2/013-back-matter.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol44/iss2/013-back-matter.txt,kind=back_matter
M-0116,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/001-front-matter.pdf,45,1,1,2025,Front Matter,,,7,6e2a9e6962ff816beb709eeaf19738d96ab139ff5a8de989901a5178c5eca4e9,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/001-front-matter.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/001-front-matter.txt,kind=front_matter
M-0117,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/002-contents.pdf,45,1,2,2025,Contents,,,3,76a5e74d80d32f862c79d1b4b6453c39d52d1432c3f93d4a9930e99b26494dc4,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/002-contents.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/002-contents.txt,kind=contents
M-0118,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/003-from-the-editors.pdf,45,1,3,2025,From the Editors,Heather Van Wormer and Cheryl Coulthard,,4,febf868cc1ef802978b6eb3fe518b4368382fb5a897185ac4344f092284e78d2,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/003-from-the-editors.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/003-from-the-editors.txt,kind=editorial
M-0119,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/004-health-and-health-care-in-intentional-communities.pdf,45,1,4,2025,Health and Health Care in Intentional Communities,Lyman Tower Sargent,,25,f25eceaef299e634b4c47fe30779f97fc60e4571ea17ad873bd0b2cec5a7f59e,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/004-health-and-health-care-in-intentional-communities.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/004-health-and-health-care-in-intentional-communities.txt,kind=article
M-0120,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/005-from-cloistered-courts-to-prairie-colonies-five-centuries-of-hutterite-communal-architecture.pdf,45,1,5,2025,From Cloistered Courts to Prairie Colonies: Five Centuries of Hutterite Communal Architecture,Sibylle Becker-Kilian,,45,4050e86147406fd52a7d92c6af7af1dc62052f0573046a87044b1fab5c3b7965,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/005-from-cloistered-courts-to-prairie-colonies-five-centuries-of-hutterite-communal-architecture.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/005-from-cloistered-courts-to-prairie-colonies-five-centuries-of-hutterite-communal-architecture.txt,kind=article
M-0121,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/006-review-of-cults-like-us-why-doomsday-thinking-drives-america.pdf,45,1,6,2025,Review of Cults Like Us!: Why Doomsday Thinking Drives America,Cheryl Coulthard,,4,ae81480869a3701e2bfa05d380de5544b70298a65c07cd0b5b0f4fc39d1e3a32,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/006-review-of-cults-like-us-why-doomsday-thinking-drives-america.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/006-review-of-cults-like-us-why-doomsday-thinking-drives-america.txt,kind=book_review
M-0122,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/007-review-of-from-cloistered-courts-to-prairie-colonies-five-centuries-of-hutterite-communal-deadheads-and-christ.pdf,45,1,7,2025,Review of From Cloistered Courts to Prairie Colonies: Five Centuries of Hutterite Communal Deadheads and Christians: You will Know Them by their Love,Shawn David Young,,5,a0b540e54659381ffc28f2a9f52937a632cefbe9f1581ed89aa2c472b704718a,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/007-review-of-from-cloistered-courts-to-prairie-colonies-five-centuries-of-hutterite-communal-deadheads-and-christ.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/007-review-of-from-cloistered-courts-to-prairie-colonies-five-centuries-of-hutterite-communal-deadheads-and-christ.txt,kind=book_review
M-0123,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/008-review-of-the-house-of-david-salvation-scandal-and-survival-in-a-modern-american-commune.pdf,45,1,8,2025,"Review of The House of David: Salvation, Scandal and Survival in a Modern American Commune",Brian D. Carroll,,5,6e3322c43b9aca6a0df996a3674bfe683c8397494be93ac110f6aac5e3737704,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/008-review-of-the-house-of-david-salvation-scandal-and-survival-in-a-modern-american-commune.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/008-review-of-the-house-of-david-salvation-scandal-and-survival-in-a-modern-american-commune.txt,kind=book_review
M-0124,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/009-review-of-t-lobsang-rampa-and-other-characters-of-questionable-faith.pdf,45,1,9,2025,Review of T. Lobsang Rampa and other Characters of Questionable Faith,Jeremy E. C. Genovese,,5,47131a7e33b564e003699761cbf47c9d6abd1a508808414e69b8ba884645c6b5,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/009-review-of-t-lobsang-rampa-and-other-characters-of-questionable-faith.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/009-review-of-t-lobsang-rampa-and-other-characters-of-questionable-faith.txt,kind=book_review
M-0125,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/010-review-of-how-to-become-a-cult-leader.pdf,45,1,10,2025,Review of How to Become a Cult Leader,Cheryl Coulthard,,3,0fd2d51796ffc6843adfd94819fc232319e7ce55d2d5e33d4754cd6e80c62699,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/010-review-of-how-to-become-a-cult-leader.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/010-review-of-how-to-become-a-cult-leader.txt,kind=book_review
M-0126,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/011-review-of-mormonism.pdf,45,1,11,2025,Review of Mormonism,Charlotte Hansen Terry,,3,db1480acbdb38c603ef38d89ded84d3f230c3d1e9582abf62919645f6879b81a,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/011-review-of-mormonism.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/011-review-of-mormonism.txt,kind=book_review
M-0127,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/012-review-of-shaker-made-inside-pleasant-hill-s-shaker-village.pdf,45,1,12,2025,Review of Shaker Made: Inside Pleasant Hill's Shaker Village,Marc A. Rhorer,,3,cedebd8454c97b7f63b2adb976f84837f0a142bb3ac26c7f9bb614dde4f2bdaf,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/012-review-of-shaker-made-inside-pleasant-hill-s-shaker-village.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/012-review-of-shaker-made-inside-pleasant-hill-s-shaker-village.txt,kind=book_review
M-0128,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/013-review-of-stranger-in-a-strange-land.pdf,45,1,13,2025,Review of Stranger in a Strange Land,Stephanie Carpenter,,4,43c7c28d0157133a7e839a1a25b8d065f078586f0fb421ac275c84e755a97a41,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/013-review-of-stranger-in-a-strange-land.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/013-review-of-stranger-in-a-strange-land.txt,kind=book_review
M-0129,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/014-review-of-trust-me.pdf,45,1,14,2025,Review of Trust Me,Susanna Pyatt,,3,f8ce33cb66c2a14d9a94475281718d744ee6583525b49648bc820573a710899f,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/014-review-of-trust-me.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/014-review-of-trust-me.txt,kind=book_review
M-0130,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol45/iss1/015-back-matter.pdf,45,1,15,2025,Back Matter,,,4,322904acf1519cd6841207f7f723e8367216728883657b263a5b4dc4632fc8bf,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/015-back-matter.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol45/iss1/015-back-matter.txt,kind=back_matter
M-0131,archive_manifest,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/SHA256SUMS.txt,,,,,,,,,11bb1453d1040168e92441b912117de1201f410e7a2e388d1e5df78ed66a4be3,not_applicable,not applicable,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/SHA256SUMS.txt,,
M-0132,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/001-front-matter.pdf,1,1,1,1981,Front Matter,,,9,94290d09acaf7e51d0d289dd23ab1e0cf0b9a4b4ae38d82d4b5ae28e5a272370,extracted,metadata triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/001-front-matter.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/001-front-matter.txt,kind=front_matter
M-0133,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/002-contents.pdf,1,1,2,1981,Contents,,,3,363c0e04d361955569e61fe091e3bf2fedf2a408297e10d56831cd5b996c8faf,extracted,metadata triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/002-contents.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/002-contents.txt,kind=contents
M-0134,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/003-cyrus-r-teed-koreshanity-and-cellular-cosmogeny.pdf,1,1,3,1981,"Cyrus R. Teed, Koreshanity and Cellular Cosmogeny",James E. Landing,,19,6cf83a94ba04cd84c4a10c615a14e775ea2129ee9a02c7df116d6312eb95eb23,extracted,title/keyword triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/003-cyrus-r-teed-koreshanity-and-cellular-cosmogeny.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/003-cyrus-r-teed-koreshanity-and-cellular-cosmogeny.txt,kind=article
M-0135,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/004-and-be-ye-separate-the-lopez-island-colony-of-thomas-gourley.pdf,1,1,4,1981,"""And Be Ye Separate"": The Lopez Island Colony of Thomas Gourley",Charles P. LeWarne,,19,c212ee4ec9ff49b9d4dc9ce9a3f4f07efd5746016f05056e3f1cdf5f3e2ba757,extracted,title/keyword triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/004-and-be-ye-separate-the-lopez-island-colony-of-thomas-gourley.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/004-and-be-ye-separate-the-lopez-island-colony-of-thomas-gourley.txt,kind=article
M-0136,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/005-the-intentional-community-national-community-interface-an-approach-to-the-communal-societies.pdf,1,1,5,1981,The Intentional Community-National Community Interface: An Approach to the Communal Societies,Donald E. Janzen,37-42,7,c49b14d00ff14f3c81b3cddf1ef661d35dbb379e31c8651b8c1dee7ab08a5052,extracted,close-read relevant,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/005-the-intentional-community-national-community-interface-an-approach-to-the-communal-societies.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/005-the-intentional-community-national-community-interface-an-approach-to-the-communal-societies.txt,kind=article
M-0137,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/006-utopia-without-colony-the-labor-exchange-movement.pdf,1,1,6,1981,Utopia Without Colony: The Labor Exchange Movement,H. Roger Grant,,13,409e7c39b09e4e23b03beb766f5ac022489b8b53479a07c0c430b27436cfd319,extracted,title/keyword triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/006-utopia-without-colony-the-labor-exchange-movement.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/006-utopia-without-colony-the-labor-exchange-movement.txt,kind=article
M-0138,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/007-the-german-pietists-spiritual-mentors-of-the-german-communal-settlements-in-america.pdf,1,1,7,1981,The German Pietists: Spiritual Mentors of the German Communal Settlements in America,Victor Peters,,13,f5bd7bd153d5b52cdeb14a6eb5a1a8d09a993b25df9eb6a74f26f6360d121721,extracted,title/keyword triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/007-the-german-pietists-spiritual-mentors-of-the-german-communal-settlements-in-america.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/007-the-german-pietists-spiritual-mentors-of-the-german-communal-settlements-in-america.txt,kind=article
M-0139,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/008-the-contrasting-roles-of-women-at-oneida-community-the-midwestern-frontier-and-the-urban-east-in-the-mid-ninet.pdf,1,1,8,1981,"The Contrasting Roles of Women at Oneida Community, the Midwestern Frontier and the Urban East in the mid-Nineteenth Century",Ruth Shonle Cavan,,15,22a9081407d1a3a51de847cf01e82baa4a705259d5f5c7ffc59fae2250122e86,extracted,title/keyword triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/008-the-contrasting-roles-of-women-at-oneida-community-the-midwestern-frontier-and-the-urban-east-in-the-mid-ninet.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/008-the-contrasting-roles-of-women-at-oneida-community-the-midwestern-frontier-and-the-urban-east-in-the-mid-ninet.txt,kind=article
M-0140,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/009-review-of-the-book-of-shaker-furniture.pdf,1,1,9,1981,Review of The Book of Shaker Furniture,Herbert A. Wisbey Jr.,,5,b7c168c8f81214f4741ca7473960a2a8951a4339611dc0727433ab2f282d40c5,extracted,metadata triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/009-review-of-the-book-of-shaker-furniture.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/009-review-of-the-book-of-shaker-furniture.txt,kind=book_review
M-0141,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/010-review-of-dictionary-of-american-communal-and-utopian-history.pdf,1,1,10,1981,Review of Dictionary of American Communal and Utopian History,D'Ann Campbell,,2,d3fa2666c8e04ffe2cfb57e8a1e51b27aea6ef2d6ee2d42e68b39d4460a55183,extracted,metadata triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/010-review-of-dictionary-of-american-communal-and-utopian-history.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/010-review-of-dictionary-of-american-communal-and-utopian-history.txt,kind=book_review
M-0142,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/011-review-of-the-shakers-and-the-world-s-people.pdf,1,1,11,1981,Review of The Shakers and the World's People,Hughie Lawson,,2,05227eb616365d80c48ca5cca56148fd24651593ae9b630575d6860475c046dd,extracted,metadata triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/011-review-of-the-shakers-and-the-world-s-people.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/011-review-of-the-shakers-and-the-world-s-people.txt,kind=book_review
M-0143,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/012-review-of-amish-society.pdf,1,1,12,1981,Review of Amish Society,Ruth Shonle Cavan,,3,cfe451357d489fc4b83054aae3557e6c8781c28e7fd2be2faf81b05dc6ec4a78,extracted,metadata triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/012-review-of-amish-society.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/012-review-of-amish-society.txt,kind=book_review
M-0144,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/013-back-matter.pdf,1,1,13,1981,Back Matter,,,5,d580d347de98e1b4ba75022819954fe5b8e7940520be20cf4c0b30588db44757,extracted,metadata triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/013-back-matter.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol01/iss1/013-back-matter.txt,kind=back_matter
M-0145,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol02/iss1/001-front-matter.pdf,2,1,1,1982,Front Matter,,,9,92b891516ecac6a1ebfd09af26ce00ac925b6d9cfa2eb5a717eaab83ad55fe5e,extracted,metadata triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol02/iss1/001-front-matter.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol02/iss1/001-front-matter.txt,kind=front_matter
M-0146,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol02/iss1/002-contents.pdf,2,1,2,1982,Contents,,,3,b5640ecc6f2d2059acb83287db1b8be9fb80118c35104a79e38c8d71e6c5d736,extracted,metadata triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol02/iss1/002-contents.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol02/iss1/002-contents.txt,kind=contents
M-0147,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol02/iss1/003-hymnody-in-the-religious-communal-societies-of-early-america.pdf,2,1,3,1982,Hymnody in the Religious Communal Societies of Early America,Stephen A. Marini,,27,4abbb04c5e15cdc17096854fbfa4cba6af9c48a48aea2e0cf0e652b019db1224,extracted,title/keyword triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol02/iss1/003-hymnody-in-the-religious-communal-societies-of-early-america.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol02/iss1/003-hymnody-in-the-religious-communal-societies-of-early-america.txt,kind=article
M-0148,archive_pdf,REDACTED,vol01-25.zip,application/zip,70803110,vol01-25.zip,COMMUNAL-SOCIETIES-v01-v10/archive/vol02/iss1/004-music-in-the-ephrata-cloister.pdf,2,1,4,1982,Music in the Ephrata Cloister,Russell P. Getz,,13,5e2c9d942bb1d29124d05fc52e266e61bc4df584b97cfc07c2c54d887c422038,extracted,title/keyword triaged,unpacked/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol02/iss1/004-music-in-the-ephrata-cloister.pdf,text/vol01-25/COMMUNAL-SOCIETIES-v01-v10/archive/vol02/iss1/004-music-in-the-ephrata-cloister.txt,kind=article
